date,year,month,latitude,longitude,region,ocean_basin,temp_min_C,temp_max_C,temp_mean_C,sal_min_PSU,sal_max_PSU,sal_mean_PSU,depth_max_m,water_masses,quality_score
2023-02-13,2023,2,0,0,"Bay_of_Bengal, Tropical_Indian, Monsoon_Region",Indian,-1.9951000213623047,28.905000686645508,6.698720455169678,0.004999999888241291,36.75699996948242,32.8233528137207,4027.89990234375,6,0.9225551266862843
2023-04-05,2023,4,0,0,"Bay_of_Bengal, Tropical_Indian, Monsoon_Region",Indian,-0.41999998688697815,30.916000366210938,6.97820520401001,0.09640000015497208,43.52119827270508,34.24339294433594,4849.60009765625,5,0.9245894564520357
2023-04-26,2023,4,0,0,"Bay_of_Bengal, Tropical_Indian, Monsoon_Region",Indian,-1.024399995803833,30.969999313354492,7.126919746398926,0.0,61.43899917602539,34.7020149230957,5672.39990234375,6,0.9316267382550749
2023-07-10,2023,7,0,0,"Bay_of_Bengal, Tropical_Indian, Monsoon_Region",Indian,-1.8514000177383423,32.73500061035156,7.429236888885498,3.7100000381469727,38.43600082397461,34.277706146240234,4682.7998046875,5,0.9175083817097979
2024-05-24,2024,5,0,0,"Bay_of_Bengal, Tropical_Indian, Monsoon_Region",Indian,-1.8774000406265259,32.053001403808594,7.068356990814209,18.215999603271484,48.00600051879883,34.575592041015625,4994.5,6,0.948253939409541
