date,year,month,latitude,longitude,region,ocean_basin,temp_min_C,temp_max_C,temp_mean_C,sal_min_PSU,sal_max_PSU,sal_mean_PSU,depth_max_m,water_masses,quality_score
2024-01-01,2024,1,0,0,Eastern_Indian,Indian,-1.6607999801635742,30.632999420166016,7.2898077964782715,0.0,36.645999908447266,34.74362564086914,5686.10009765625,6,0.9534398548414224
2024-01-02,2024,1,0,0,"Equatorial_Indian, Tropical_Indian, Western_Indian",Indian,-1.6759999990463257,30.929000854492188,8.309660911560059,0.029999999329447746,44.92499923706055,34.2806282043457,3983.60009765625,5,0.9344071898416507
2024-01-03,2024,1,0,0,Southern_Ocean,Indian,-1.9184000492095947,30.474000930786133,7.487839698791504,25.746000289916992,36.612998962402344,34.47098159790039,4487.0,5,0.9351119626066633
2024-01-04,2024,1,0,0,Southern_Ocean,Indian,-0.8489999771118164,29.832000732421875,8.573856353759766,5.3460001945495605,52.4109992980957,34.6903076171875,2028.4000244140625,5,0.9610521554873036
2024-01-05,2024,1,0,0,,Indian,-1.9589999914169312,30.413999557495117,5.847620010375977,0.4162999987602234,38.90800094604492,34.37501525878906,5670.60009765625,6,0.9225692892679346
